X 0,Y 0,X 1,Y 1,X 2,Y 2,X 3,Y 3,X 4,Y 4,X 5,Y 5,X 6,Y 6,X 7,Y 7,X 8,Y 8,X 9,Y 9,X 10,Y 10,X 11,Y 11,X 12,Y 12,X 13,Y 13,X 14,Y 14,X 15,Y 15,X 16,Y 16,Labels,Image_Name
0.42003137,0.60363775,0.39612877,0.59933406,0.42316023,0.60811144,0.34152073,0.57170385,0.4025093,0.5980133,0.30221114,0.48917443,0.41807932,0.51716065,0.31854945,0.47924948,0.34149438,0.50246376,0.24004404,0.6818765,0.25206095,0.7913714,0.4278586,0.297049,0.49850124,0.33305702,0.5655815,0.14809723,0.6116047,0.1879703,0.7464772,0.41899124,0.6968621,0.42252082,Downdog,00000404.jpg
0.6438145,0.35594112,0.65516907,0.32884762,0.627018,0.33709374,0.6860685,0.31128243,0.6043632,0.33257815,0.7023832,0.314464,0.6151458,0.34319618,0.63609934,0.44462955,0.49685773,0.49548453,0.55638397,0.64108425,0.5118004,0.58173805,0.74064624,0.34503525,0.70273674,0.3526272,0.573369,0.28173077,0.6727479,0.29506287,0.4619544,0.7432433,0.70939887,0.7309366,Downdog,00000067.jpg
0.39147365,0.7161593,0.3978321,0.704262,0.38771978,0.68842816,0.38363284,0.6940571,0.35567722,0.65815115,0.3253273,0.734178,0.3210991,0.70770806,0.2467285,0.78713953,0.24563146,0.767576,0.12385903,0.9121231,0.11523704,0.8984019,0.24042156,0.9296102,0.23303111,0.9050644,0.21004227,0.893677,0.21425962,0.8684995,0.12640224,0.9257379,0.16102557,0.89630866,Downdog,00000098.jpg
0.64291275,0.5822005,0.6379264,0.5846023,0.6647006,0.56423265,0.6255487,0.5339021,0.6807618,0.49293816,0.5866507,0.47338066,0.644197,0.42007077,0.61672604,0.5223766,0.6161838,0.50576216,0.70918316,0.73516226,0.7390479,0.7485861,0.3888979,0.2978689,0.42710823,0.244086,0.28753147,0.37068048,0.31398347,0.3008781,0.12179098,0.6192972,0.107497476,0.52799845,Downdog,00000258.jpg
0.6438145,0.35594112,0.65516907,0.32884762,0.627018,0.33709374,0.6860685,0.31128243,0.6043632,0.33257815,0.7023832,0.314464,0.6151458,0.34319618,0.63609934,0.44462955,0.49685773,0.49548453,0.55638397,0.64108425,0.5118004,0.58173805,0.74064624,0.34503525,0.70273674,0.3526272,0.573369,0.28173077,0.6727479,0.29506287,0.4619544,0.7432433,0.70939887,0.7309366,Downdog,00000099.jpg
0.47936696,0.6538128,0.4966286,0.6502248,0.47903854,0.6401511,0.52174854,0.65127146,0.46345848,0.6250649,0.4982879,0.6495114,0.4152195,0.6021119,0.5508944,0.70603204,0.4024023,0.63529116,0.65806615,0.78522265,0.5561442,0.69076467,0.38278767,0.6349718,0.34535247,0.6158175,0.3340378,0.5792128,0.41941854,0.56113154,0.24606034,0.79049474,0.45969212,0.77708054,Downdog,00000106.jpg
0.6555806,0.6671662,0.66360486,0.64306384,0.64514965,0.6348097,0.65213984,0.6027666,0.59122384,0.58632743,0.5727518,0.51810265,0.5295628,0.4691536,0.4916017,0.5630918,0.40224257,0.45764214,0.52755684,0.7499827,0.42059523,0.628886,0.48968148,0.31934515,0.4362418,0.303643,0.52544326,0.48884574,0.35228023,0.49467018,0.5488347,0.6758555,0.2154667,0.6874387,Downdog,00000310.jpg
0.5855907,0.25707668,0.5970965,0.23068763,0.572184,0.24718916,0.62940395,0.2127247,0.5583402,0.24563062,0.64573157,0.19603617,0.5691727,0.25914276,0.5474185,0.27584666,0.46057683,0.34735546,0.43185836,0.40937284,0.42237157,0.3427434,0.72326136,0.28186226,0.69757116,0.3222546,0.54880625,0.18373755,0.6907788,0.29364666,0.46847987,0.49903834,0.7898698,0.6418761,Downdog,00000304.jpg
0.4561929,0.61204535,0.44541645,0.5981185,0.44187847,0.61187345,0.4325131,0.5656633,0.40616012,0.60489863,0.4415258,0.49094588,0.41624537,0.5428054,0.44495448,0.5520585,0.35691825,0.6073343,0.25994295,0.72020394,0.24616046,0.77054435,0.5190644,0.4029491,0.50067824,0.44005072,0.62385386,0.19910942,0.6286136,0.25275284,0.65352553,0.5568859,0.6762328,0.60312396,Downdog,00000138.jpg
0.38268435,0.4210443,0.38932136,0.40271696,0.37753266,0.39950338,0.40775958,0.37352836,0.35946003,0.3665847,0.4079619,0.32326546,0.37391666,0.32754776,0.36166295,0.46061707,0.34275723,0.46759257,0.2624704,0.6235606,0.2807021,0.60364527,0.5014216,0.20091066,0.44093505,0.21091291,0.6144368,0.41693273,0.35274196,0.43999162,0.7195351,0.615766,0.28688988,0.6498854,Downdog,00000058.jpg
0.39147365,0.7161593,0.3978321,0.704262,0.38771978,0.68842816,0.38363284,0.6940571,0.35567722,0.65815115,0.3253273,0.734178,0.3210991,0.70770806,0.2467285,0.78713953,0.24563146,0.767576,0.12385903,0.9121231,0.11523704,0.8984019,0.24042156,0.9296102,0.23303111,0.9050644,0.21004227,0.893677,0.21425962,0.8684995,0.12640224,0.9257379,0.16102557,0.89630866,Downdog,00000059.jpg
0.29077488,0.5293971,0.2823709,0.51072097,0.2857817,0.52437145,0.29239747,0.44777763,0.2809829,0.4805627,0.31985903,0.37666297,0.3192881,0.4029547,0.3127398,0.58483124,0.2764148,0.57852644,0.18701664,0.8259351,0.2536598,0.7022381,0.54214984,0.16854264,0.5315943,0.21249323,0.6754549,0.42488223,0.66521233,0.44414437,0.8631903,0.6284639,0.83012044,0.59149134,Downdog,00000105.jpg
0.6183642,0.1496951,0.625085,0.12823385,0.6087639,0.120665796,0.66272455,0.11218478,0.6069158,0.1095417,0.69918174,0.17013699,0.60979015,0.18752693,0.74423903,0.34762794,0.6590122,0.45652294,0.81159973,0.44398332,0.80306756,0.5523922,0.6215735,0.38292393,0.5781864,0.3731236,0.5554193,0.24400862,0.62340385,0.2236396,0.2792731,0.66399544,0.47391528,0.64430326,Downdog,00000139.jpg
0.5125716,0.6389981,0.507139,0.64277726,0.5276326,0.624019,0.50015104,0.598644,0.54181784,0.5564492,0.45743886,0.51358056,0.5545446,0.43526155,0.4758572,0.58333844,0.5699442,0.48353627,0.50450236,0.77155626,0.6648682,0.75643885,0.39171144,0.24177015,0.43746114,0.19685622,0.38781473,0.39534906,0.35201892,0.3734465,0.34374806,0.67868423,0.19671468,0.6747349,Downdog,00000303.jpg
0.4323235,0.73077875,0.43225402,0.7237045,0.4266084,0.73105544,0.43862325,0.7062266,0.41218886,0.7209853,0.44985983,0.648633,0.4301124,0.6885769,0.45567688,0.66507816,0.42570212,0.726821,0.32474035,0.7954702,0.34750748,0.8059636,0.5554721,0.5793684,0.5416754,0.60576195,0.6102665,0.51361567,0.62451744,0.5430088,0.7081226,0.66486645,0.76606786,0.6803676,Downdog,00000115.jpg
0.3723022,0.69737726,0.36790577,0.6870266,0.36448732,0.699982,0.37965342,0.6586308,0.3636833,0.69225055,0.41954818,0.5918275,0.41824976,0.65437025,0.4674073,0.5691036,0.42935103,0.67366755,0.42797765,0.6540942,0.38900304,0.71296185,0.56384516,0.4869188,0.56219107,0.5242978,0.60518914,0.63574874,0.6199861,0.67100334,0.6731511,0.73649234,0.6866639,0.7527879,Downdog,00000101.jpg
